Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-M-S-8967,Indian Institute of Management Kashipur,Kashipur,Uttarakhand,52.76,25,75.23,18.57,85.90,60.66,13.73
IR-M-U-0012,ICFAI Foundation for Higher Education,Hyderabad,Telangana,52.74,26,70.43,23.87,78.18,77.56,10.45
IR-M-I-1064,International Management Institute New Delhi,New Delhi,Delhi,52.17,27,69.42,21.74,84.01,67.38,12.82
IR-M-S-8904,Indian Institute of Management Ranchi,Ranchi,Jharkhand,51.02,28,65.06,8.27,91.02,68.32,39.92
IR-M-S-8931,National Institute of Industrial Engineering,Mumbai,Maharashtra,50.96,29,51.15,37.46,86.24,54.90,16.34
IR-M-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.95,30,73.95,16.97,76.73,67.43,15.92
IR-M-U-0102,Indian Institute of Foreign Trade,New Delhi,Delhi,50.56,31,65.64,15.32,85.76,58.31,32.87
IR-M-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,49.94,32,72.05,41.34,49.23,35.60,25.08
IR-M-S-156,T. A. Pai Management Institute,Manipal,Karnataka,48.55,33,58.97,19.19,85.00,66.75,14.17
IR-M-U-0108,Jamia Millia Islamia,New Delhi,Delhi,48.42,34,64.00,22.83,72.93,69.86,7.95
IR-M-N-34,Faculty of Management Studies,Delhi,Delhi,48.29,35,49.87,8.44,96.16,65.83,49.90
IR-M-S-331,Loyola Institute of Business Administration,Chennai,Tamil Nadu,48.26,36,68.95,1.25,84.84,65.88,36.41
IR-M-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.58,37,63.56,15.87,73.80,51.74,38.20
IR-M-I-1066,Fore School of Management,New Delhi,Delhi,47.44,38,68.16,10.17,84.40,63.73,6.90
IR-M-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,47.27,39,66.13,16.16,75.94,51.72,22.24
IR-M-U-0146,Nirma University,Ahmedabad,Gujarat,47.22,40,76.19,9.25,72.15,64.67,6.90
IR-M-S-394,Institute of Management Technology,Ghaziabad,Uttar Pradesh,46.81,41,55.22,20.94,81.61,63.96,12.36
IR-M-U-0213,Alliance University,Bengaluru,Karnataka,46.53,42,69.11,7.40,81.38,65.11,7.95
IR-M-U-0439,Anna University,Chennai,Tamil Nadu,45.75,43,46.63,38.70,54.52,50.45,42.02
IR-M-U-0715,Xavier University,Bhubaneswar,Odisha,45.70,44,55.76,11.59,89.04,48.15,28.69
IR-M-I-1408,International Management Institute Kolkata,Kolkata,West Bengal,45.44,45,69.19,9.47,70.92,62.92,13.73
IR-M-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,45.13,46,55.79,41.29,46.82,47.57,18.80
IR-M-I-1238,Institute for Financial Management and Research,Satyavedu,Andhra Pradesh,45.00,47,63.63,3.11,84.73,74.46,5.83
IR-M-U-0078,Panjab University,Chandigarh,Chandigarh,44.99,48,60.48,18.92,74.01,48.07,15.49
IR-M-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,44.93,49,60.87,25.19,59.49,64.68,7.43
IR-M-S-87,Goa Institute of Management,Sanquelim,Goa,44.72,50,61.06,8.91,78.31,67.44,13.28
IR-M-S-92,Institute of Rural Management,Anand,Gujarat,44.13,51,60.88,9.31,84.63,38.94,22.61
IR-M-U-0379,Lovely Professional University,Phagwara,Punjab,44.08,52,68.43,18.80,53.43,70.36,1.84
IR-M-N-4,Bharathidasan Institute of Management,Tiruchirappalli,Tamil Nadu,43.91,53,56.71,1.17,86.37,38.62,54.21
IR-M-S-220,K. J. Somaiya Institute of Management Studies & Research,Mumbai,Maharashtra,43.69,54,66.18,2.07,83.38,59.65,5.83
IR-M-C-35429,Institute of Management and Entrepreneurship Development,Pune,Maharashtra,43.65,55,67.14,0.27,71.04,75.40,16.76
IR-M-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,43.64,56,67.99,9.56,68.40,62.70,4.16
IR-M-S-354,Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,43.50,57,64.79,1.28,79.44,67.87,9.97
IR-M-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,43.28,58,71.74,4.93,63.61,70.87,4.72
IR-M-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,43.23,59,57.71,23.57,71.56,39.60,5.83
IR-M-I-1058,Indian Institute of Forest Management,Bhopal,Madhya Pradesh,42.98,60,69.69,5.86,74.60,46.00,7.95
IR-M-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,42.36,61,60.72,22.26,52.43,40.67,29.00
IR-M-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,42.01,62,59.46,12.58,72.96,51.67,6.37
IR-M-S-3283,Jaipuria Institute of Management,Noida,Uttar Pradesh,41.98,63,64.17,3.11,76.32,64.80,0.62
IR-M-U-0747,Chandigarh University,Mohali,Punjab,41.86,64,58.05,6.21,73.40,76.62,2.43
IR-M-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41.84,65,61.98,8.33,74.66,52.35,5.83
IR-M-I-1124,International Management Institute,Bhubaneswar,Odisha,41.55,66,64.28,4.39,68.68,60.67,11.41
IR-M-I-1132,Institute of Management Technology,Hyderabad,Telangana,41.31,67,69.09,1.94,63.55,66.54,6.37
IR-M-S-419,Jaipuria Isntitute of Management,Lucknow,Uttar Pradesh,41.14,68,66.57,1.14,76.59,53.32,1.84
IR-M-C-32855,Jagan Institute of Management Studies,Delhi,Delhi,41.08,69,62.53,2.63,74.52,66.29,0.00
IR-M-I-1048,Institute of Management Technology,Nagpur,Maharashtra,40.40,70,61.78,4.17,75.59,53.23,1.84
IR-M-S-309,Jaipuria Institute of Management,Jaipur,Rajasthan,40.21,71,64.33,1.45,74.56,55.61,0.00
IR-M-U-0851,IIHMR University,Jaipur,Rajasthan,40.08,72,64.57,5.44,62.64,63.66,1.84
IR-M-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,40.05,73,62.80,6.56,65.05,52.30,9.97
IR-M-C-32873,Lal Bahadur Shastri Institute of Management,Delhi,Delhi,39.91,74,68.64,3.58,55.31,66.56,5.28
IR-M-U-0373,Chitkara University,Rajpura,Punjab,39.20,75,56.05,4.31,67.89,69.42,5.83
