Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,47.34,33,73.84,16.57,70.49,55.04,6.15
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysore,Karnataka,46.97,34,70.32,15.74,65.48,70.26,10.24
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,46.82,35,65.17,9.97,79.76,71.16,12.14
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,46.32,36,68.09,17.76,64.96,72.53,3.19
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,46.27,37,60.65,26.07,74.79,41.39,11.52
IR-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,46.09,38,71.58,15.49,75.65,43.02,5.44
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,45.99,39,67.86,14.53,75.72,54.75,6.51
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,45.80,40,55.55,32.38,65.16,57.13,6.86
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,45.58,41,59.17,27.15,65.86,62.79,2.41
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.57,42,66.09,18.08,74.70,44.24,9.59
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,45.42,43,69.98,17.64,62.16,67.15,0.00
IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,45.41,44,74.72,11.58,69.31,45.10,11.52
IR-O-U-0463,Madurai Kamraj University,Madurai,Tamil Nadu,45.20,45,63.94,28.11,57.10,41.36,20.28
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,45.11,46,77.38,7.61,62.46,63.71,7.56
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,44.89,47,55.99,24.33,66.89,54.61,19.51
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,44.88,48,47.92,26.63,73.31,59.30,19.25
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,44.88,48,62.46,23.60,69.63,44.79,6.51
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,44.70,50,67.17,19.07,63.80,57.15,3.58
IR-O-U-0381,Punjab Agricultural University,Ludhiana,Punjab,44.66,51,76.97,19.74,56.22,40.93,3.19
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,44.45,52,69.46,14.05,61.53,64.61,6.15
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.19,53,59.82,18.33,79.20,47.36,1.63
IR-O-U-0235,Mysore University,Mysore,Karnataka,44.06,54,57.30,18.15,78.43,52.67,4.70
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.69,55,46.51,29.38,74.72,54.02,5.80
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,43.65,56,70.01,9.43,61.03,72.88,3.19
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,43.63,57,68.83,11.68,64.22,65.21,1.22
IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,43.53,58,50.11,28.30,65.48,61.94,7.22
IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,43.49,59,54.72,29.47,56.97,44.88,23.47
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,43.41,60,60.74,29.05,48.92,42.77,24.17
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,43.22,61,50.40,11.67,84.87,72.01,4.33
IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,42.89,62,63.91,11.42,64.49,60.23,13.66
IR-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,42.36,63,76.87,6.91,56.41,57.50,2.02
IR-O-U-0251,Calicut University,Malappuram,Kerala,42.22,64,56.32,16.46,71.53,53.45,7.22
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,41.42,65,47.22,26.88,64.80,47.56,14.84
IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,41.21,66,56.39,18.96,64.62,53.19,3.58
IR-O-U-0123,Anand Agricultural University,Anand,Gujarat,41.20,67,69.48,12.25,59.12,41.45,7.22
IR-O-U-0470,Periyar University,Salem,Tamil Nadu,40.99,68,52.30,20.74,59.13,53.26,19.25
IR-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,40.92,69,71.23,8.73,49.52,66.05,4.33
IR-O-U-0239,NITTE,Mangaluru,Karnataka,40.88,70,70.38,9.31,48.61,66.11,6.51
IR-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,40.88,70,70.98,8.01,62.85,44.12,2.02
IR-O-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,40.87,72,72.58,7.84,48.89,69.73,0.00
IR-O-U-0232,Kuvempu University,Shimoga,Karnataka,40.60,73,56.65,11.99,70.47,58.44,0.82
IR-O-U-0195,University of Jammu,Jammu Tawi,Jammu and Kashmir,40.43,74,56.50,16.51,70.92,41.52,2.02
IR-O-U-0453,The Gandhigram Rural Institute,Gandhigram,Tamil Nadu,40.42,75,55.70,18.20,62.68,50.90,6.15
IR-O-U-0345,Mizoram University,Aizawl,Mizoram,40.27,76,61.43,8.71,70.15,50.04,2.02
IR-O-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,40.24,77,62.80,2.71,64.50,65.08,11.83
IR-O-U-0036,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,40.24,77,74.13,2.55,60.45,51.11,0.41
IR-O-U-0784,"Professor Jayashankar Telangana State Agricultural UniversityMore Details
Close | Close | TLR (100)RPC (100)GO (100)OI (100)PERCEPTION (100)72.871.7167.5241.43",Hyderabad,Telangana,40.17,79,72.87,1.71,67.52,41.43,1.63
IR-O-U-0181,Dr. Y. S. Parmar University of Horticulture and Forestry,Solan,Himachal Pradesh,40.07,80,70.34,5.97,64.58,40.17,2.41
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,40.03,81,43.87,17.10,79.29,50.92,7.91
IR-O-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,39.97,82,48.38,26.62,52.25,54.20,15.99
IR-O-U-0246,University of Agricultural Sciences,Dharwad,Karnataka,39.59,83,66.33,2.54,69.04,49.62,1.63
IR-O-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,39.42,84,57.29,11.26,65.26,55.95,2.02
IR-O-U-0298,Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra,39.33,85,47.01,10.66,85.82,44.42,4.33
IR-O-U-0051,Dibrugarh University,Dibrugarh,Assam,39.30,86,62.53,8.88,63.00,47.63,5.07
IR-O-U-0233,Mangalore University,Mangalagangotri,Karnataka,39.26,87,65.49,12.44,53.43,50.34,1.63
IR-O-U-0321,Padmashree Dr. D. Y. Patil Vidyapeeth,Mumbai,Maharashtra,39.18,88,67.03,2.62,63.03,56.29,0.41
IR-O-U-0569,The University of Burdwan,Barddhaman,West Bengal,38.98,89,53.42,20.96,65.73,32.72,2.41
IR-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,38.94,90,49.34,13.91,74.11,49.05,2.41
IR-O-U-0576,Kalyani University,Kalyani,West Bengal,38.85,91,38.04,20.64,81.63,44.54,4.70
IR-O-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,38.79,92,50.65,15.10,60.81,56.34,12.76
IR-O-U-0464,Manonmaniam Sundaranar University,Tirunelveli,Tamil Nadu,38.76,93,58.11,14.89,54.83,50.65,8.25
IR-O-U-0121,Goa University,Goa,Goa,38.76,93,52.81,14.46,66.29,51.60,1.63
IR-O-U-0250,Yenepoya,Mangalore,Karnataka,38.68,95,72.04,5.75,44.59,63.01,1.22
IR-O-U-0372,Central University of Punjab,Bathinda,Punjab,38.68,95,61.46,13.62,46.73,60.12,7.91
IR-O-U-0050,Assam University,Silchar,Assam,38.67,97,56.32,13.29,63.64,45.81,4.70
IR-O-U-0164,"Kurukshetra UniversityMore Details
Close | 
Close | 

TLR (100)RPC (100)GO (100)OI (100)PERCEPTION (100)50.2810.6273.9747.2",Kurukshetra,Haryana,38.60,98,50.28,10.62,73.97,47.24,8.25
IR-O-U-0047,Rajiv Gandhi University,Itanagar,Arunachal Pradesh,38.48,99,61.40,2.68,66.64,58.93,0.41
IR-O-U-0465,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,38.45,100,63.85,1.62,66.26,55.61,0.00
