Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,53.10,20,72.43,25.73,71.13,63.78,30.40
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,52.60,21,69.79,28.48,73.16,61.71,23.16
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,52.55,22,65.37,33.16,68.21,55.23,38.30
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,52.35,23,73.76,19.03,86.00,51.56,21.54
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,52.33,24,67.82,22.59,72.25,76.16,31.30
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,52.22,25,63.86,35.91,65.46,57.76,34.20
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,51.85,26,50.08,42.83,71.27,54.90,42.39
IR-O-U-0235,Mysore University,Mysuru,Karnataka,51.84,27,62.99,19.55,92.51,54.45,31.30
IR-O-I-1486,Sri Ramachandra Institute of Higher Education And Research,Chennai,Tamil Nadu,51.32,28,76.71,16.92,67.48,60.92,36.40
IR-O-U-0027,Osmania University,Hyderabad,Telangana,51.15,29,55.95,25.56,86.42,55.22,39.00
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,50.93,30,69.15,30.32,71.21,46.60,21.87
IR-O-I-1480,Thapar Institute of Engineering & Technology,Patiala,Punjab,50.65,31,56.99,38.79,65.75,55.71,31.88
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,50.45,32,77.94,26.47,61.22,44.84,24.10
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,50.20,33,70.68,18.74,66.64,69.78,30.70
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,50.10,34,64.38,11.40,80.01,75.54,38.16
IR-O-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,50.07,35,56.48,34.43,67.43,58.58,34.53
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,49.22,36,63.66,22.69,68.36,51.63,44.76
IR-O-U-0497,Amity University Noida,Gautam Budh Nagar,Uttar Pradesh,49.02,37,50.79,37.48,66.42,62.52,30.10
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,48.84,38,61.83,21.53,76.24,48.81,37.00
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,48.77,39,60.75,30.41,65.23,64.31,19.47
IR-O-U-0056,Tezpur University,Tezpur,Assam,48.77,39,62.03,30.34,63.23,49.21,34.88
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,48.73,41,65.54,24.52,64.00,55.66,33.54
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,48.56,42,65.80,24.29,64.87,66.51,19.11
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,48.35,43,70.05,14.11,63.35,72.57,31.82
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,48.21,44,68.05,13.40,83.90,55.67,14.18
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,48.06,45,57.71,28.86,66.91,54.62,32.53
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,47.92,46,75.20,9.71,63.68,63.64,33.54
IR-O-U-0052,Gauhati University,Guwahati,Assam,47.10,47,59.87,17.04,81.09,55.87,22.20
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,46.99,48,60.25,18.51,79.14,49.47,25.82
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,46.88,49,65.03,15.19,75.60,53.40,23.48
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,46.84,50,58.41,27.29,75.58,40.84,19.30
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,46.58,51,44.31,30.06,77.12,53.04,35.48
IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,46.55,52,64.78,16.33,72.53,45.63,31.47
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,46.41,53,63.49,28.38,50.92,46.57,40.09
IR-O-U-0251,Calicut University,Malappuram,Kerala,46.37,54,66.18,17.39,69.30,53.19,21.21
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,46.32,55,52.72,12.82,85.27,75.87,20.18
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,46.11,56,68.11,16.40,62.82,60.52,21.54
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,46.01,57,66.87,12.44,64.13,62.44,31.47
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,45.82,58,45.97,28.85,73.14,58.52,28.88
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,45.67,59,59.45,18.56,66.96,66.89,21.87
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,45.58,60,63.88,26.14,56.90,42.62,29.39
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,45.24,61,73.22,7.13,60.79,59.68,30.00
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,45.02,62,50.14,27.78,67.84,51.36,29.39
IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,44.84,63,61.13,12.09,65.73,58.16,39.00
IR-O-U-0383,Punjabi University,Patiala,Punjab,44.07,64,69.36,21.65,50.81,40.34,25.82
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,44.00,65,48.08,20.84,77.97,53.61,23.79
IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,43.50,66,56.25,28.71,56.04,52.33,15.66
IR-O-U-0345,Mizoram University,Aizawl,Mizoram,43.49,67,66.00,10.83,67.02,49.90,20.52
IR-O-U-0215,Bangalore University,Bangalore,Karnataka,43.33,68,65.54,13.03,57.99,57.18,24.40
IR-O-U-0298,Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra,43.12,69,47.27,13.99,87.05,52.81,20.52
IR-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,43.10,70,68.29,9.13,52.96,64.65,28.20
IR-O-U-0011,Gandhi Institute of Technology and Management ,Visakhapatnam,Andhra Pradesh,42.79,71,53.87,13.61,68.79,56.82,31.11
IR-O-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,42.57,72,56.17,17.23,60.48,63.60,20.87
IR-O-U-0232,Kuvempu University,Shimoga,Karnataka,42.45,73,57.57,13.05,71.82,50.29,18.74
IR-O-U-0239,NITTE,Mangaluru,Karnataka,42.19,74,68.71,6.63,52.54,67.93,22.85
IR-O-U-0035,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh,42.08,75,61.64,2.82,61.47,72.96,31.47
IR-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,41.95,76,50.79,15.59,71.67,51.24,25.82
IR-O-U-0321,Padmashree Dr. D. Y. Patil Vidyapeeth,Mumbai,Maharashtra,41.74,77,70.13,3.79,60.42,49.67,25.11
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,41.69,78,57.28,16.44,62.61,67.68,2.87
IR-O-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,41.69,78,44.72,31.00,52.29,54.73,30.40
IR-O-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,41.63,80,60.51,20.90,60.00,49.90,2.18
IR-O-U-0121,Goa University,Goa,Goa,41.37,81,55.98,14.14,65.28,53.00,19.82
IR-O-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,41.21,82,58.77,3.67,64.95,64.17,30.70
IR-O-U-0470,Periyar University,Salem,Tamil Nadu,41.09,83,50.92,20.45,59.02,50.74,28.09
IR-O-U-0051,Dibrugarh University,Dibrugarh,Assam,41.05,84,61.80,8.95,63.00,49.99,22.20
IR-O-U-0223,Jain University,Bengluru,Karnataka,41.03,85,43.29,16.75,72.52,60.44,24.74
IR-O-U-0250,Yenepoya University,Mangaluru,Karnataka,40.99,86,70.10,8.31,45.02,66.00,18.74
IR-O-U-0372,Central University of Punjab,Bathinda,Punjab,40.93,87,57.49,16.90,50.89,62.39,21.87
IR-O-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,40.92,88,65.61,7.73,50.84,68.81,18.74
IR-O-U-0576,Kalyani University,Kalyani,West Bengal,40.91,89,39.83,19.63,82.34,46.54,19.47
IR-O-C-23033,Krishna Institute of Medical Sciences,Karad,Maharashtra,40.87,90,68.65,3.95,56.49,60.00,18.00
IR-O-U-0453,The Gandhigram Rural Institute ,Gandhigram,Tamil Nadu,40.65,91,55.52,15.40,61.06,50.37,21.21
IR-O-U-0569,The University of Burdwan,Bardhaman,West Bengal,40.55,92,50.28,18.49,66.37,46.69,19.82
IR-O-U-0168,Maharishi Markandeshwar,Ambala,Haryana,40.49,93,53.27,11.81,63.44,56.28,26.45
IR-O-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,40.43,94,56.90,14.03,58.74,46.79,27.21
IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,40.24,95,52.23,19.92,64.32,52.87,4.53
IR-O-U-0366,Utkal University,Bhubaneswar,Odisha,40.05,96,42.89,11.50,77.12,44.13,39.00
IR-O-U-0555,Graphic Era University,Dehradun,Uttarakhand,40.04,97,55.59,8.36,61.02,59.78,26.73
IR-O-U-0451,Chettinad Academy of Research and Education ,Kanchipuram District,Tamil Nadu,39.97,98,70.68,5.16,48.45,56.63,18.74
IR-O-U-0164,Kurukshetra University,Kurukshetra,Haryana,39.79,99,49.89,9.95,68.15,48.88,33.21
IR-O-U-0043,"Vignan's Foundation for Science, Technology & Research",Guntur,Andhra Pradesh,39.71,100,57.39,8.36,60.60,58.11,20.52
