Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-C-C-6385,Kirori Mal College,Delhi,Delhi,62.58,19,74.40,35.39,66.93,70.67,37.12
IR-C-C-42814,Ramakrishna Mission Residential College,Kolkata,West Bengal,62.36,20,74.01,25.80,86.23,26.12,47.24
IR-C-C-6432,Dyal Singh College,New Delhi,Delhi,62.20,21,78.17,30.18,75.21,60.62,15.37
IR-C-C-36513,Thiagarajar College,Madurai,Tamil Nadu,61.29,22,64.55,63.75,67.57,53.85,36.27
IR-C-C-43671,University College,Thiruvananthapuram,Kerala,61.08,23,75.74,30.22,77.15,54.24,15.37
IR-C-C-16178,P. D. Patel Institute of Applied Sciences,Changa,Gujarat,61.01,24,69.83,70.61,68.62,50.31,2.99
IR-C-C-41124,PSG College of Arts and Science,Coimbatore,Tamil Nadu,60.74,25,60.37,40.51,73.95,51.98,68.22
IR-C-C-6367,Daulat Ram College,Delhi,Delhi,60.40,26,70.94,7.10,85.10,72.61,24.33
IR-C-C-41189,Scott Christian College,Nagercoil,Tamil Nadu,59.98,27,76.23,28.02,74.00,53.34,14.65
IR-C-C-11691,Rajagiri College of Social Sciences,Ernakulam,Kerala,59.36,28,80.03,3.22,81.90,53.96,10.04
IR-C-C-41126,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,58.56,29,67.18,4.32,89.33,63.91,23.16
IR-C-C-6353,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,58.35,30,75.30,40.87,61.81,65.46,1.02
IR-C-C-35860,St. Joseph's College,Tiruchirappalli,Tamil Nadu,58.27,31,64.14,43.88,65.15,44.31,53.12
IR-C-C-27608,Lady Irwin College,Delhi,Delhi,58.25,32,61.21,26.83,80.42,62.48,34.05
IR-C-C-43964,Madras School of Social Work,Chennai,Tamil Nadu,57.99,33,66.84,0.94,91.98,67.97,13.17
IR-C-C-41035,Government Arts College,Coimbatore,Tamil Nadu,57.81,34,77.15,38.51,52.74,49.58,30.23
IR-C-C-6391,Maitreyi College,New Delhi,Delhi,57.70,35,77.90,17.09,69.06,66.17,1.02
IR-C-C-25376,Andhra Loyola College,Vijayawada,Andhra Pradesh,57.64,36,58.61,45.58,71.47,54.75,39.99
IR-C-C-6420,Jesus & Mary College,New Delhi,Delhi,57.29,37,67.32,2.00,85.21,63.34,24.33
IR-C-C-43946,Women`s Christian College,Chennai,Tamil Nadu,56.78,38,66.80,16.83,82.14,43.96,26.02
IR-C-C-35825,Bishop Heber College,Tiruchirappalli,Tamil Nadu,56.65,39,57.66,45.92,64.60,50.40,55.09
IR-C-C-43705,Government College for Women,Thiruvananthapuram,Kerala,56.56,40,73.46,8.90,76.61,57.05,10.04
IR-C-N-6,Queen Mary`s College,Chennai,Tamil Nadu,56.28,41,66.27,17.78,78.59,49.04,25.47
IR-C-I-1385,Fergusson College,Pune,Maharashtra,56.04,42,53.27,15.53,83.04,40.48,75.91
IR-C-C-6365,Indraprastha College for Women,Delhi,Delhi,55.90,43,70.36,1.54,72.26,68.47,26.02
IR-C-C-6417,Kamala Nehru College,Delhi,Delhi,55.90,43,72.85,3.32,75.21,61.38,13.17
IR-C-C-6412,Maharaja Agrasen College,Delhi,Delhi,55.88,45,76.76,12.28,66.88,64.09,2.02
IR-C-C-43902,Ethiraj College for Women,Chennai,Tamil Nadu,55.76,46,63.78,8.82,75.91,53.98,45.54
IR-C-C-11582,St. Teresa's College,Ernakulam,Kerala,55.60,47,70.34,9.96,75.43,54.39,16.77
IR-C-C-43767,Mar Ivanios College,Thiruvananthapuram,Kerala,55.51,48,60.46,46.39,69.31,55.03,15.37
IR-C-C-29454,IC College of Home Science,Hisar,Haryana,54.93,49,77.11,0.21,75.24,50.52,2.02
IR-C-C-41173,St. Xavier's College,Palayamkottai,Tamil Nadu,54.91,50,68.30,41.70,57.33,53.35,16.77
IR-C-C-6366,Shivaji College,Delhi,Delhi,54.76,51,75.15,13.72,66.82,57.45,2.02
IR-C-C-36578,Lady Doak College,Madurai,Tamil Nadu,54.67,52,70.13,22.94,63.13,44.77,29.22
IR-C-C-36502,Virudhunagar Hindu Nadars' Senthikumara Nadar College,Virudhunagar,Tamil Nadu,54.63,53,60.75,58.72,61.02,48.02,14.65
IR-C-C-35832,Jamal Mohamed College,Tiruchirappalli,Tamil Nadu,54.53,54,67.05,34.66,62.55,51.86,16.77
IR-C-C-11708,Sacred Heart College,Ernakulam,Kerala,54.52,55,69.89,13.89,73.08,50.52,11.64
IR-C-C-6502,Kanchi Mamunivar Centre for Post Graduate Studies,Puducherry,Pondicherry,54.38,56,72.76,27.73,67.70,41.84,0.00
IR-C-C-6411,Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,54.11,57,65.37,3.38,84.86,58.47,3.94
IR-C-C-36579,Ayya Nadar Janaki Ammal College,Sivakasi,Tamil Nadu,53.94,58,61.28,25.81,67.91,47.78,37.96
IR-C-C-5855,St. Xavier's College,Ahmedabad,Gujarat,53.93,59,52.83,54.69,69.60,54.46,17.46
IR-C-I-1323,St. Joseph's College,Kozhikode,Kerala,53.82,60,70.62,9.15,71.52,53.15,10.04
IR-C-C-6431,Ramanujan College,New Delhi,Delhi,53.73,61,63.47,1.22,88.40,57.57,2.99
IR-C-C-33688,College of Social Work Nirmala Niketan,Mumbai,Maharashtra,53.66,62,67.76,0.47,83.28,52.68,3.94
IR-C-C-8169,St. Thomas College,Thrissur,Kerala,53.42,63,67.18,13.95,73.07,55.24,6.67
IR-C-C-43931,Stella Maris College,Chennai,Tamil Nadu,53.36,64,56.53,17.06,71.40,56.18,47.24
IR-C-I-1293,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,53.32,65,59.10,82.08,59.55,10.23,14.65
IR-C-C-35787,Holy Cross College,Tiruchirappalli,Tamil Nadu,53.27,66,63.03,8.81,70.97,57.32,32.66
IR-C-C-6426,Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,53.22,67,57.49,28.93,72.93,76.48,0.00
IR-C-C-41157,V.O. Chidambaram College,Tuticorin,Tamil Nadu,53.08,68,72.51,20.29,60.81,56.27,2.02
IR-C-C-6357,Shyam Lal College,Delhi,Delhi,52.70,69,61.22,9.90,82.69,57.55,2.99
IR-C-C-41106,Kongunadu Arts & Science College,Coimbatore,Tamil Nadu,52.68,70,59.02,35.06,67.05,53.00,17.46
IR-C-C-6413,Sri Guru Gobind Singh College of Commerce,Delhi,Delhi,52.40,71,63.48,4.03,80.11,58.89,4.87
IR-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka,52.37,72,56.75,0.00,84.49,64.18,21.34
IR-C-C-25990,St. Francis College for Women,Hyderabad,Telangana,52.28,73,61.71,3.08,82.10,51.62,14.65
IR-C-C-36529,Fatima College,Madurai,Tamil Nadu,52.20,74,61.64,7.07,72.16,55.16,29.22
IR-C-C-11986,Loreto College,Kolkata,West Bengal,52.17,75,60.45,0.23,76.10,51.88,37.55
IR-C-C-43711,Bishop Moore College,Alappuzha,Kerala,52.04,76,60.83,24.10,74.98,51.53,2.02
IR-C-C-6381,Keshav Mahavidyalya,Delhi,Delhi,51.92,77,73.71,12.73,58.20,56.74,2.99
IR-C-C-41184,Women's Christian College,Nagercoil,Tamil Nadu,51.75,78,67.64,11.40,67.72,53.07,7.53
IR-C-C-11831,St. Berchmans College,Kottayam,Kerala,51.60,79,65.45,22.98,67.73,47.44,2.99
IR-C-C-11616,Bishop Kurialacherry College For Women,Kottayam,Kerala,51.55,80,65.56,2.38,78.98,52.19,0.00
IR-C-C-28526,Alagappa Government Arts College,Karaikudi,Tamil Nadu,51.55,80,57.93,38.28,62.03,37.68,33.59
IR-C-C-41096,CMS College of Science and Commerce,Coimbatore,Tamil Nadu,51.49,82,61.54,5.06,79.66,60.02,2.02
IR-C-C-43874,Government College,Kasaragod,Kerala,51.39,83,60.83,9.04,79.83,57.38,0.00
IR-C-C-11615,Marthoma College,Thiruvalla,Kerala,51.37,84,60.95,6.83,81.43,56.13,0.00
IR-C-C-41054,Dr. N. G. P. Arts and Science College,Coimbatore,Tamil Nadu,51.33,85,56.25,11.31,78.39,53.29,21.96
IR-C-C-29284,Government Home Science College,Chandigarh,Chandigarh,51.28,86,72.65,0.39,69.17,41.98,6.67
IR-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu,51.25,87,61.51,7.69,73.55,52.33,18.79
IR-C-C-11991,Bethune College,Kolkata,West Bengal,51.23,88,66.42,10.13,59.27,36.01,47.24
IR-C-C-8023,Farook College,Kozhikode,Kerala,51.23,88,62.27,7.63,73.95,56.08,10.85
IR-C-C-9562,Mahendra Arts & Science College,Namakkal,Tamil Nadu,51.14,90,58.29,16.19,74.62,56.50,10.85
IR-C-C-33555,St. Xavier`s College,Mumbai,Maharashtra,51.14,90,52.65,12.07,68.39,57.38,54.26
IR-C-C-6566,Mahatma Gandhi Government Arts College,Mahe,Pondicherry,50.89,92,67.29,6.34,71.11,49.40,2.99
IR-C-C-43760,Mahatma Gandhi College,Thiruvananthapuram,Kerala,50.59,93,66.87,26.08,57.25,51.34,4.87
IR-C-C-11971,Lady Brabourne College,Kolkata,West Bengal,50.47,94,61.74,6.76,60.64,37.24,58.78
IR-C-C-43806,Nehru Arts and Science College,Kasaragod,Kerala,50.46,95,65.38,1.37,74.53,50.93,3.94
IR-C-C-6409,Deshbandhu College,New Delhi,Delhi,50.38,96,68.76,17.32,50.65,59.37,16.77
IR-C-C-11660,St. Alberts College,Ernakulam,Kerala,50.34,97,61.27,10.23,73.98,56.07,2.02
IR-C-C-43600,Government Arts College,Thiruvananthapuram,Kerala,50.22,98,70.78,0.51,65.71,48.21,5.77
IR-C-C-8008,Vimala College,Thrissur,Kerala,50.20,99,62.49,6.32,73.26,55.55,3.94
IR-C-C-43649,Fatima Mata National College,Kollam,Kerala,50.13,100,57.41,32.57,65.61,55.66,2.99
