Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR17-I-2-12265,The Gandhigram Rural Institute - Deemed University,Gandhigram,Tamil Nadu,34.56,91,39.88,15.06,58.14,57.62,6.91
IR17-I-2-277952,Assam University-Silchar,Silchar,Assam,34.38,92,45.75,12.09,56.02,52.53,5.65
IR17-I-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh,34.14,93,33.76,13.92,60.56,74.60,2.61
IR17-I-2-1-541,PES University,Bengaluru,Karnataka,33.94,94,42.31,5.84,60.61,60.10,13.75
IR17-I-2-18551,University of Allahabad,Allahabad,Uttar Pradesh,33.86,95,22.61,17.90,77.84,58.61,2.84
IR17-I-2-1-N001,Sri Krishnadevaraya University,Anantapur,Andhra Pradesh,33.76,96,34.29,7.72,77.37,56.81,0.04
IR17-I-2-18168,Alagappa University,Karaikudi,Tamil Nadu,33.66,97,38.56,18.92,49.32,61.29,4.17
IR17-I-2-18385,Narsee Monjee Institute of Management Studies -Mumbai,Mumbai,Maharashtra,33.60,98,40.46,8.45,63.88,55.34,6.10
IR17-I-1-18289,Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh,33.44,99,36.81,14.03,60.18,57.19,4.32
IR17-I-2-1-57,B.S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu,32.99,100,42.56,6.33,56.98,63.08,6.07
