Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-C-C-36513,Thiagarajar College,Madurai,Tamil Nadu,60.61,23,66.45,67.80,64.64,53.35,23.56
IR-C-C-27608,Lady Irwin College,Delhi,Delhi,60.11,24,71.33,33.19,69.77,59.28,32.33
IR-C-C-43671,"University College, Thiruvananthapuram",Thiruvananthapuram,Kerala,59.58,25,75.09,31.83,70.63,56.68,14.37
IR-C-C-6367,Daulat Ram College,Delhi,Delhi,59.22,26,68.46,8.28,82.73,70.00,29.17
IR-C-C-41126,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,59.09,27,70.14,6.92,85.83,62.52,22.81
IR-C-C-35860,"St. Joseph's College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,59.09,27,66.72,47.17,64.61,46.08,45.73
IR-C-C-6432,Dyal Singh College,New Delhi,Delhi,58.98,29,75.38,26.52,70.81,60.02,11.47
IR-C-C-43964,Madras School of Social Work,Chennai,Tamil Nadu,58.59,30,70.70,1.75,89.20,63.14,14.37
IR-C-C-11691,Rajagiri College of Social Sciences,Ernakulam,Kerala,58.23,31,78.61,9.79,74.49,53.63,13.42
IR-C-C-6387,Bhaskaracharya College of Applied Sciences,New Delhi,Delhi,58.00,32,77.90,38.74,58.52,50.58,13.42
IR-C-C-6417,Kamala Nehru College,Delhi,Delhi,57.68,33,72.90,8.34,78.19,65.69,11.47
IR-C-C-25376,Andhra Loyola College,Vijayawada,Andhra Pradesh,57.47,34,63.18,41.77,67.36,52.35,38.53
IR-C-C-6391,Maitreyi College,New Delhi,Delhi,57.33,35,75.13,20.63,67.94,64.58,7.25
IR-C-C-41106,Kongunadu Arts & Science College,Coimbatore,Tamil Nadu,57.30,36,61.06,55.98,67.28,52.97,23.56
IR-C-C-6426,Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,57.17,37,73.47,25.34,68.14,69.39,0.00
IR-C-C-29454,I. C. College of Home Science,Hisar,Haryana,57.15,38,76.76,0.27,83.22,56.04,0.00
IR-C-C-6353,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,56.86,39,74.30,44.02,55.92,61.82,3.78
IR-C-C-43946,Women`s Christian College,Chennai,Tamil Nadu,56.18,40,64.67,24.29,77.40,48.92,24.31
IR-C-C-6420,Jesus & Mary College,New Delhi,Delhi,56.15,41,67.33,3.08,78.97,60.37,29.82
IR-C-C-41035,Government Arts College,Coimbatore,Tamil Nadu,56.05,42,73.98,30.23,54.54,48.23,34.69
IR-C-C-35825,Bishop Heber College,Tiruchirappalli,Tamil Nadu,55.97,43,58.50,47.77,61.47,49.65,50.71
IR-C-C-43767,"Mar Ivanios College, Thiruvananthapuram",Thiruvananthapuram,Kerala,55.64,44,58.49,57.11,67.18,54.46,14.37
IR-C-C-11582,"St. Teresa's College, Ernakulam",Ernakulam,Kerala,55.63,45,70.98,14.41,73.91,55.49,10.45
IR-C-C-43705,"Government College for Women, Thiruvananthapuram",Thiruvananthapuram,Kerala,55.62,46,73.83,11.17,69.26,57.64,13.42
IR-C-C-36502,Virudhunagar Hindu Nadars Senthikumara Nadar College,Virudhunagar,Tamil Nadu,55.49,47,64.78,62.89,58.24,47.62,8.34
IR-C-I-1293,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,55.16,48,61.54,88.14,56.82,10.67,20.45
IR-C-C-35787,"Holy Cross College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,55.09,49,65.34,16.09,73.35,54.76,27.15
IR-C-C-6502,Kanchi Mamunivar Centre for Post Graduate  Studies,Puducherry,Pondicherry,55.01,50,70.63,24.66,71.63,46.51,4.97
IR-C-C-43902,Ethiraj College for Women,Chennai,Tamil Nadu,54.77,51,65.79,6.91,68.98,53.53,48.29
IR-C-C-6412,Maharaja Agrasen College,Delhi,Delhi,54.76,52,76.52,17.93,57.70,63.13,7.25
IR-C-C-6431,Ramanujan College,New Delhi,Delhi,54.68,53,63.00,8.79,84.27,64.75,6.13
IR-C-C-41157,V.O. Chidambaram College,Tuticorin,Tamil Nadu,54.61,54,75.10,16.55,65.59,56.90,0.00
IR-C-N-6,Queen Mary`s College,Chennai,Tamil Nadu,54.58,55,64.96,18.55,72.98,53.03,22.81
IR-C-C-41189,"Scott Christian College, Nagercoil",Nagercoil,Tamil Nadu,54.48,56,73.83,24.03,60.33,51.15,11.47
IR-C-C-5855,St. Xavier's College,Ahmedabad,Gujarat,54.40,57,52.88,55.08,67.57,53.84,27.15
IR-C-C-43931,Stella Maris College For Women,Chennai,Tamil Nadu,54.27,58,59.92,13.86,65.91,60.48,56.88
IR-C-C-41054,Dr. N. G. P. Arts and Science College,Coimbatore,Tamil Nadu,54.15,59,61.87,19.79,75.90,55.67,18.80
IR-C-C-6409,Deshbandhu College,New Delhi,Delhi,53.99,60,74.29,25.75,54.39,54.74,13.42
IR-C-C-18938,"Government Institute of Science, Nagpur",Nagpur,Maharashtra,53.93,61,74.55,11.06,64.84,49.86,12.46
IR-C-C-20729,"M S Ramaiah College of Arts, Science, and Commerce",Bengaluru,Karnataka,53.88,62,52.72,6.49,74.15,59.19,73.61
IR-C-C-11708,Sacred Heart College,Ernakulam,Kerala,53.63,63,68.08,18.69,72.53,50.93,3.78
IR-C-C-8169,"St. Thomas College, Thrissur",Thrissur,Kerala,53.61,64,68.27,17.05,71.68,55.56,2.56
IR-C-C-35832,"Jamal Mohamed College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,53.55,65,68.49,34.56,56.40,51.57,17.08
IR-C-C-36579,Ayya Nadar Janaki Ammal College,Sivakasi,Tamil Nadu,53.42,66,62.47,29.98,64.65,49.16,28.51
IR-C-C-41173,St. Xavier's College,Palayamkottai,Tamil Nadu,53.22,67,67.39,44.34,49.95,52.45,18.80
IR-C-C-6365,Indraprastha College for Women,Delhi,Delhi,53.18,68,67.18,3.74,68.71,66.10,19.63
IR-C-C-8010,St. Joseph's College,Kozhikode,Kerala,53.13,69,68.45,11.16,70.96,52.94,10.45
IR-C-C-6366,Shivaji College,Delhi,Delhi,53.00,70,74.08,17.30,59.96,54.00,3.78
IR-C-C-33688,College of Social Work,Mumbai,Maharashtra,52.86,71,68.70,0.21,75.71,58.08,6.13
IR-C-C-41073,N. G. M. College,Pollachi,Tamil Nadu,52.61,72,66.24,13.40,69.81,53.06,13.42
IR-C-C-8023,"Farook College, Kozhikkode",Kozhikode,Kerala,52.49,73,66.85,9.65,72.55,55.52,6.13
IR-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka,52.31,74,60.38,0.16,82.34,61.07,14.37
IR-C-C-6371,Ramjas College,Delhi,Delhi,52.27,75,66.92,20.08,53.99,67.09,22.81
IR-C-C-28526,"Alagappa Government Arts College, Karaikudi",Karaikudi,Tamil Nadu,52.27,75,57.80,38.96,63.04,40.82,34.69
IR-C-C-11991,Bethune College,Kolkata,West Bengal,52.23,77,67.18,16.01,59.15,43.73,38.00
IR-C-C-29284,Government Home Science College,Chandigarh,Chandigarh,52.22,78,70.75,0.63,67.87,56.06,12.46
IR-C-C-11831,"S.B. College, Changanacherry",Kottayam,Kerala,52.17,79,63.74,42.91,59.70,47.15,6.13
IR-C-C-11615,Mar Thoma College,Tiruvalla,Kerala,52.01,80,62.71,10.20,78.21,55.95,2.56
IR-C-C-39206,"S S Jain Subodh P G College, Jaipur",Jaipur,Rajasthan,51.89,81,55.05,2.26,85.03,74.37,8.34
IR-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu,51.84,82,62.76,8.20,71.40,52.34,24.31
IR-C-C-43874,Government College,Kasaragod,Kerala,51.84,82,66.56,7.10,73.27,56.96,1.30
IR-C-C-41100,Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu,51.65,84,65.63,7.91,74.00,49.82,7.25
IR-C-C-25990,St. Francis College for Women,Hyderabad,Telangana,51.58,85,62.70,3.33,79.45,52.00,9.41
IR-C-C-11815,Mar Athanasius College,Kothamangalam,Kerala,51.46,86,67.27,17.58,67.25,50.96,0.00
IR-C-C-36578,Lady Doak College,Madurai,Tamil Nadu,51.38,87,66.27,19.32,60.33,43.14,25.75
IR-C-C-49799,Government Institute of Forensic Science,Nagpur,Maharashtra,51.34,88,70.18,13.91,66.42,38.36,7.25
IR-C-C-43711,Bishop Moore College,Alappuzha,Kerala,51.24,89,60.76,31.31,67.38,51.19,2.56
IR-C-C-11616,Bishop Kurialacherry College For Women,Kottayam,Kerala,51.24,89,64.42,4.75,77.40,54.06,0.00
IR-C-C-41184,Women's Christian College,Nagercoil,Tamil Nadu,51.22,91,65.52,11.07,68.35,53.22,9.41
IR-C-C-11697,"Maharaja's College, Ernakulam",Ernakulam,Kerala,51.13,92,72.11,15.39,50.06,55.94,18.80
IR-C-C-11771,CMS College Kottayam,Kottayam,Kerala,50.90,93,61.89,22.10,65.48,53.04,11.47
IR-C-C-6411,Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,50.84,94,61.32,6.50,79.30,52.65,2.56
IR-C-C-16897,St. Aloysius College,Mangaluru,Karnataka,50.82,95,59.49,14.91,65.22,61.88,22.81
IR-C-I-1385,Fergusson College,Pune,Maharashtra,50.64,96,57.97,17.51,60.43,40.18,56.88
IR-C-C-43789,Government Brennen College,Kannur,Kerala,50.58,97,67.52,6.11,67.07,57.49,1.30
IR-C-C-41110,"Government Arts College, Tiruppur",Udumalpet,Tamil Nadu,50.49,98,64.10,22.21,63.64,56.05,0.00
IR-C-C-8209,"Government Victoria College, Palakkad",Palakkad,Kerala,50.37,99,67.84,11.50,61.83,52.13,8.34
IR-C-C-9552,Sri Sarada College for Women (Autonomous),Salem,Tamil Nadu,50.35,100,63.38,14.07,66.97,48.11,13.42
