Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR-3-O-OEP-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,52.15,17,61.02,35.56,69.33,57.73,35.32
IR-1-O-O-I-1357,University of Madras,Chennai,Tamil Nadu,51.52,18,66.06,33.40,68.60,53.07,26.52
IR-3-O-OEP-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,51.39,19,53.82,48.52,69.18,52.55,15.90
IR-6-O-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,50.94,20,52.59,44.75,73.16,47.52,23.58
IR-1-O-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,50.74,21,70.22,29.22,63.76,79.16,2.40
IR-6-O-OEMALP-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,50.39,22,65.98,25.12,83.14,54.75,9.53
IR-5-O-OEMDP-U-0107,Jamia Hamdard,New Delhi,Delhi,50.31,23,67.67,32.29,74.48,52.20,2.01
IR-2-O-OD-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,49.59,24,74.34,23.40,66.21,63.07,7.17
IR-1-O-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,49.22,25,78.60,12.99,75.58,54.06,12.07
IR-1-O-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,48.98,26,84.14,14.18,70.13,44.74,9.85
IR-1-O-C-U-0435,Alagappa University,Karaikudi,Tamil Nadu,48.25,27,65.74,22.27,70.40,53.19,24.50
IR-1-O-O-U-0027,Osmania University,Hyderabad,Telangana,48.02,28,55.09,25.90,93.35,44.69,5.76
IR-1-O-O-U-0056,Tezpur University,Tezpur,Assam,48.00,29,66.61,30.54,65.26,47.30,10.82
IR-1-O-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,47.72,30,65.16,19.80,83.76,47.60,7.17
IR-1-O-O-U-0589,Visva Bharati,Kolkata,West Bengal,47.62,31,63.49,27.44,72.24,53.87,5.03
IR-1-O-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,47.46,32,68.98,9.77,78.30,71.56,10.18
IR-2-O-EM-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,47.11,33,58.24,34.97,65.36,57.27,3.55
IR-1-O-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,46.56,34,72.14,15.04,75.45,48.16,5.03
IR-1-O-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,46.56,34,64.21,22.89,72.84,51.76,6.82
IR-4-O-OEML-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,46.33,36,53.44,34.57,64.43,58.95,11.45
IR-2-O-OP-U-0222,JSS Academy of Higher Education and Research,Mysore,Karnataka,45.76,37,69.00,17.24,61.89,68.65,6.47
IR-1-O-O-U-0381,Punjab Agricultural University,Ludhiana,Punjab,45.56,38,80.46,19.35,54.02,42.72,5.40
IR-1-O-O-U-0052,Gauhati University,Guwahati,Assam,45.44,39,64.91,19.80,74.90,44.44,6.11
IR-3-O-ODP-I-1486,Sri Ramachandra Medical College and Research Institute,Chennai,Tamil Nadu,45.29,40,76.90,19.50,51.41,55.10,5.76
IR-5-O-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,45.17,41,56.87,28.54,64.68,57.57,8.53
IR-5-O-OEMLD-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,44.81,42,57.32,22.53,69.57,65.94,3.55
IR-5-O-OEMAP-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,44.71,43,57.73,29.45,61.31,52.43,10.50
IR-1-O-O-U-0329,Symbiosis International,Pune,Maharashtra,44.62,44,69.88,12.46,60.90,71.23,6.11
IR-4-O-OEMA-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,44.34,45,52.38,29.43,65.31,63.14,4.30
IR-2-O-OD-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,44.00,46,65.40,18.67,60.34,63.92,3.17
IR-1-O-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,43.96,47,62.39,20.08,77.61,36.99,0.00
IR-1-O-O-U-0642,Shiv Nadar University,Chithera,Uttar Pradesh,43.68,48,69.21,12.55,60.17,71.18,0.00
IR-2-O-OE-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,43.44,49,60.43,25.94,61.66,50.03,2.01
IR-1-O-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,43.21,50,78.30,8.04,65.06,41.03,2.01
IR-3-O-OML-U-0195,University of Jammu,Jammu Tawi,Jammu and Kashmir,43.19,51,65.22,18.90,69.46,39.44,1.22
IR-2-O-OD-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,43.15,52,76.37,8.25,56.74,62.90,1.22
IR-6-O-OEMALP-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,42.99,53,48.75,30.10,62.95,62.11,5.40
IR-1-O-O-U-0463,Madurai Kamraj University,Madurai,Tamil Nadu,42.98,54,61.57,28.03,49.87,45.12,16.18
IR-6-O-OEMAPC-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,42.80,55,65.29,12.61,63.90,65.69,0.81
IR-2-O-EM-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,42.78,56,65.81,15.23,62.65,59.43,0.00
IR-1-O-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,42.76,57,74.67,11.37,50.08,66.52,2.79
IR-1-O-O-U-0246,University of Agricultural Sciences,Dharwad,Karnataka,42.55,58,73.71,2.64,70.63,54.04,1.22
IR-3-O-OEM-U-0369,Pondicherry University,Puducherry,Pondicherry,42.36,59,46.64,26.49,69.92,49.60,14.76
IR-1-O-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,42.36,59,44.09,31.78,70.30,48.22,7.17
IR-1-O-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,42.34,61,64.85,13.43,70.21,43.10,5.03
IR-1-O-D-U-0036,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,42.33,62,77.09,3.00,64.64,53.34,0.41
IR-2-O-OE-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,41.95,63,64.14,5.05,69.03,61.36,12.38
IR-4-O-OEMP-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,41.88,64,47.08,14.16,82.05,66.66,4.30
IR-1-O-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,41.73,65,74.76,7.95,58.90,47.51,3.93
IR-1-O-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,41.71,66,58.92,16.06,61.04,55.26,14.76
IR-1-O-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,41.63,67,57.01,29.21,48.45,34.45,26.30
IR-1-O-O-U-0121,Goa University,Goa,Goa,40.66,68,59.83,13.77,66.09,51.58,2.01
IR-1-O-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,40.53,69,47.72,24.36,62.94,44.19,18.88
IR-2-O-OE-U-0098,Delhi Technological University,New Delhi,Delhi,40.52,70,47.77,24.12,62.86,48.83,15.04
IR-1-O-O-U-0181,Dr. Y. S. Parmar University of Horticulture and Forestry,Solan,Himachal Pradesh,40.30,71,70.90,5.81,64.86,41.18,2.01
IR-1-O-D-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,40.25,72,70.72,7.06,49.79,69.45,0.00
IR-1-O-O-U-0251,Calicut University,Malappuram,Kerala,40.06,73,56.36,12.73,68.89,49.73,5.76
IR-5-O-OEMAL-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,40.05,74,53.28,18.11,65.25,53.47,2.40
IR-1-O-O-U-0568,Bidhan Chandra Krishi Vishwavidyalaya,Nadia,West Bengal,39.98,75,72.48,8.14,64.40,28.42,0.81
IR-1-O-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,39.87,76,48.82,19.25,72.88,47.64,1.22
IR-1-O-O-U-0239,NITTE,Mangalore,Karnataka,39.70,77,67.62,7.80,46.46,69.28,8.53
IR-1-O-O-U-0232,Kuvempu University,Shimoga,Karnataka,39.68,78,60.06,12.27,69.76,39.51,0.81
IR-1-O-O-U-0453,The Gandhigram Rural Institute,Gandhigram,Tamil Nadu,39.50,79,52.93,17.73,59.90,52.67,10.50
IR-5-O-OEMLP-U-0164,Kurukshetra University,Kurukshetra,Haryana,39.45,80,52.32,14.93,76.33,36.14,3.93
IR-1-O-O-U-0345,Mizoram University,Aizwal,Mizoram,39.36,81,62.55,8.03,66.17,48.71,0.81
IR-1-O-O-U-0784,Professor Jayashankar Telangana State Agricultural University,Hyderabad,Telangana,39.30,82,73.68,1.96,60.82,44.55,0.00
IR-1-O-O-U-0123,Anand Agricultural University,Anand,Gujarat,39.21,83,69.56,11.40,57.84,28.11,5.40
IR-1-O-O-U-0051,Dibrugarh University,Dibrugarh,Assam,39.13,84,62.45,9.60,61.99,48.38,2.79
IR-1-O-O-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,39.02,85,50.07,16.70,64.90,58.05,2.01
IR-1-O-O-U-0576,Kalyani University,Kalyani,West Bengal,38.87,86,40.42,21.59,79.78,39.81,3.17
IR-1-O-O-U-0050,Assam University,Silchar,Assam,38.79,87,58.62,14.42,62.29,41.69,2.40
IR-2-O-OD-U-0465,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,38.70,88,70.09,3.89,54.46,55.32,0.81
IR-3-O-OEM-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,38.61,89,48.66,16.63,62.03,55.95,10.18
IR-1-O-O-U-0470,Periyar University,Salem,Tamil Nadu,38.58,90,52.03,20.17,59.32,46.27,4.30
IR-1-O-O-U-0360,Orissa University of Agriculture & Technology,Khordha,Odisha,38.55,91,65.34,5.77,63.49,44.41,0.81
IR-2-O-OD-U-0250,Yenepoya,Mangalore,Karnataka,38.53,92,72.52,4.92,41.28,69.87,0.41
IR-1-O-O-U-0035,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh,38.53,92,58.90,4.18,61.69,71.09,1.62
IR-1-O-O-U-0146,Nirma University,Ahmedabad,Gujarat,38.15,94,53.65,11.77,61.45,54.83,7.51
IR-1-O-O-U-0347,Nagaland University,Zunheboto,Nagaland,38.14,95,68.12,1.16,64.87,43.41,0.41
IR-1-O-O-U-0569,The University of Burdwan,Barddhaman,West Bengal,37.68,96,51.36,21.23,64.62,27.42,2.40
IR-1-O-D-U-0294,D. Y. Patil Educational Society,Kolhapur,Maharashtra,37.61,97,67.68,4.30,51.69,56.82,0.00
IR-1-O-E-U-0014,International Institute of Information Technology,Hyderabad,Telangana,37.52,98,44.31,21.73,56.78,54.58,8.87
IR-3-O-OEM-U-0733,PES University,Bengaluru,Karnataka,37.51,99,54.21,9.28,60.17,61.18,3.17
IR-2-O-OE-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,37.47,100,43.19,17.57,60.50,53.04,18.35
